time,open,high,low,close,volume
2025-01-06 12:00:00+00:00,2626.6,2628.1,2625.68,2628.02,1396
2025-01-06 12:15:00+00:00,2628.04,2629.95,2627.3,2629.73,1586
2025-01-06 12:30:00+00:00,2629.78,2630.59,2627.17,2627.8,1343
2025-01-06 12:45:00+00:00,2627.79,2632.46,2627.27,2631.42,1480
2025-01-06 13:00:00+00:00,2631.37,2635.03,2631.09,2634.77,1857
2025-01-06 13:15:00+00:00,2634.94,2635.66,2633.12,2633.24,1555
2025-01-06 13:30:00+00:00,2633.23,2634.5,2632.47,2633.73,1035
2025-01-06 13:45:00+00:00,2633.47,2633.64,2631.54,2632.69,1178
2025-01-06 14:00:00+00:00,2632.68,2633.3,2631.17,2631.3,1511
2025-01-06 14:15:00+00:00,2631.31,2633.38,2631.15,2632.6,1203
2025-01-06 14:30:00+00:00,2632.29,2633.02,2630.92,2632.89,998
2025-01-06 14:45:00+00:00,2632.91,2634.98,2632.16,2633.69,1211
2025-01-06 15:00:00+00:00,2633.72,2637.05,2632.49,2636.24,2046
2025-01-06 15:15:00+00:00,2636.32,2645.05,2636.32,2644.8,2785
2025-01-06 15:30:00+00:00,2644.82,2649.3,2643.47,2648.66,2755
2025-01-06 15:45:00+00:00,2648.65,2649.36,2644.92,2645.56,2098
2025-01-06 16:00:00+00:00,2645.57,2646.93,2642.47,2643.84,2167
2025-01-06 16:15:00+00:00,2643.82,2645.32,2642.29,2642.37,2060
2025-01-06 16:30:00+00:00,2642.36,2646.62,2641.96,2644.6,1793
2025-01-06 16:45:00+00:00,2644.67,2647.8,2642.59,2645.31,1776
2025-01-06 17:00:00+00:00,2645.32,2648.76,2643.3,2645.89,2466
2025-01-06 17:15:00+00:00,2645.9,2646.25,2641.86,2642.27,2631
2025-01-06 17:30:00+00:00,2642.21,2642.45,2624.24,2624.72,2996
2025-01-06 17:45:00+00:00,2624.58,2627.23,2621.83,2624.2,2729
2025-01-06 18:00:00+00:00,2624.27,2629.94,2622.63,2626.93,2787
2025-01-06 18:15:00+00:00,2626.91,2628.57,2614.69,2625.6,3062
2025-01-06 18:30:00+00:00,2625.65,2628.33,2622.55,2624.09,2994
2025-01-06 18:45:00+00:00,2624.03,2634.86,2624.03,2631.5,2866
2025-01-06 19:00:00+00:00,2631.37,2635.41,2630.09,2631.57,2810
2025-01-06 19:15:00+00:00,2631.58,2639.52,2629.4,2638.93,2711
2025-01-06 19:30:00+00:00,2639.04,2639.46,2633.07,2635.06,2763
2025-01-06 19:45:00+00:00,2635.11,2636.61,2632.1,2634.29,2458
2025-01-06 20:00:00+00:00,2634.35,2637.36,2632.46,2636.8,2412
2025-01-06 20:15:00+00:00,2636.81,2638.82,2635.34,2638.43,2513
2025-01-06 20:30:00+00:00,2638.46,2640.8,2638.15,2640.22,1775
2025-01-06 20:45:00+00:00,2640.21,2641.23,2638.58,2640.7,1674
2025-01-06 21:00:00+00:00,2640.83,2641.0,2638.85,2639.41,1369
2025-01-06 21:15:00+00:00,2639.43,2639.97,2636.68,2637.22,1672
2025-01-06 21:30:00+00:00,2637.26,2637.35,2635.7,2635.94,1303
2025-01-06 21:45:00+00:00,2635.9,2636.83,2634.13,2636.61,1436
2025-01-06 22:00:00+00:00,2636.62,2637.39,2633.68,2635.3,1737
2025-01-06 22:15:00+00:00,2635.32,2638.5,2635.0,2636.22,1580
2025-01-06 22:30:00+00:00,2636.18,2636.95,2634.64,2636.09,1503
2025-01-06 22:45:00+00:00,2636.1,2636.52,2634.46,2634.48,1349
2025-01-06 23:00:00+00:00,2634.52,2634.66,2632.79,2633.85,1559
2025-01-06 23:15:00+00:00,2633.86,2634.88,2633.41,2634.42,1403
2025-01-06 23:30:00+00:00,2634.35,2635.11,2633.57,2635.02,1269
2025-01-06 23:45:00+00:00,2635.03,2635.44,2633.74,2634.28,1140
2025-01-07 00:00:00+00:00,2634.29,2634.82,2633.04,2634.01,1234
2025-01-07 00:15:00+00:00,2634.02,2635.34,2633.48,2634.07,1097
2025-01-07 00:30:00+00:00,2634.05,2634.46,2633.11,2634.46,1000
2025-01-07 00:45:00+00:00,2634.47,2634.75,2633.73,2634.55,1095
2025-01-07 01:00:00+00:00,2634.56,2636.37,2634.56,2636.17,506
2025-01-07 01:15:00+00:00,2636.11,2637.01,2635.96,2636.7,454
2025-01-07 01:30:00+00:00,2636.62,2636.89,2635.89,2635.95,352
2025-01-07 01:45:00+00:00,2635.98,2636.24,2635.56,2635.88,292
2025-01-07 03:00:00+00:00,2635.85,2636.06,2635.16,2635.59,316
2025-01-07 03:15:00+00:00,2635.6,2635.6,2634.81,2634.86,335
2025-01-07 03:30:00+00:00,2634.87,2634.89,2634.02,2634.11,317
2025-01-07 03:45:00+00:00,2634.14,2635.09,2633.54,2634.54,449
2025-01-07 04:00:00+00:00,2634.62,2635.13,2633.99,2634.3,385
2025-01-07 04:15:00+00:00,2634.32,2634.46,2632.89,2633.01,625
2025-01-07 04:30:00+00:00,2632.99,2633.97,2632.89,2633.23,517
2025-01-07 04:45:00+00:00,2633.2,2635.06,2633.04,2634.97,692
2025-01-07 05:00:00+00:00,2634.91,2637.93,2634.72,2637.24,1737
2025-01-07 05:15:00+00:00,2637.27,2639.04,2635.69,2637.51,1458
2025-01-07 05:30:00+00:00,2637.46,2639.32,2636.3,2638.56,1596
2025-01-07 05:45:00+00:00,2638.59,2641.06,2638.18,2638.94,1455
2025-01-07 06:00:00+00:00,2638.87,2640.03,2637.75,2637.97,1190
2025-01-07 06:15:00+00:00,2637.93,2638.73,2636.89,2638.06,663
2025-01-07 06:30:00+00:00,2638.07,2638.36,2636.92,2637.79,1270
2025-01-07 06:45:00+00:00,2637.75,2639.71,2637.23,2638.53,1259
2025-01-07 07:00:00+00:00,2638.54,2638.84,2637.53,2638.65,797
2025-01-07 07:15:00+00:00,2638.63,2639.41,2638.41,2638.74,434
2025-01-07 07:30:00+00:00,2638.73,2640.18,2638.72,2639.24,774
2025-01-07 07:45:00+00:00,2639.25,2639.49,2638.24,2639.46,378
2025-01-07 08:00:00+00:00,2639.38,2639.71,2638.39,2638.81,600
2025-01-07 08:15:00+00:00,2638.78,2639.41,2637.28,2637.91,863
2025-01-07 08:30:00+00:00,2637.92,2638.59,2637.85,2637.91,347
2025-01-07 08:45:00+00:00,2637.96,2639.66,2637.85,2638.16,682
2025-01-07 09:00:00+00:00,2638.13,2639.43,2636.98,2639.27,714
2025-01-07 09:15:00+00:00,2639.13,2644.18,2639.13,2643.13,1237
2025-01-07 09:30:00+00:00,2643.18,2645.67,2642.65,2644.2,1755
2025-01-07 09:45:00+00:00,2644.22,2645.11,2643.81,2644.38,1463
2025-01-07 10:00:00+00:00,2644.37,2646.64,2644.05,2645.32,1478
2025-01-07 10:15:00+00:00,2645.33,2645.77,2643.23,2645.36,1423
2025-01-07 10:30:00+00:00,2645.37,2645.88,2642.61,2643.53,1338
2025-01-07 10:45:00+00:00,2643.52,2643.72,2639.78,2640.21,1420
2025-01-07 11:00:00+00:00,2640.04,2642.09,2639.89,2639.95,1302
2025-01-07 11:15:00+00:00,2639.93,2641.15,2639.5,2640.72,699
2025-01-07 11:30:00+00:00,2640.73,2641.27,2638.66,2639.03,1732
2025-01-07 11:45:00+00:00,2639.15,2640.56,2638.0,2640.45,1751
2025-01-07 12:00:00+00:00,2640.43,2643.71,2640.05,2642.77,2008
2025-01-07 12:15:00+00:00,2642.76,2644.6,2642.57,2643.97,1470
2025-01-07 12:30:00+00:00,2643.95,2644.68,2643.04,2643.1,1178
2025-01-07 12:45:00+00:00,2643.11,2643.65,2640.49,2642.54,1401
2025-01-07 13:00:00+00:00,2642.32,2642.97,2640.09,2640.27,1847
2025-01-07 13:15:00+00:00,2640.24,2644.11,2640.19,2644.03,1285
2025-01-07 13:30:00+00:00,2644.01,2644.01,2641.02,2641.32,1130
2025-01-07 13:45:00+00:00,2641.31,2642.44,2640.48,2641.36,919
2025-01-07 14:00:00+00:00,2641.3,2643.84,2641.22,2642.95,1331
2025-01-07 14:15:00+00:00,2642.92,2643.53,2642.2,2642.56,1138
2025-01-07 14:30:00+00:00,2642.6,2644.65,2642.59,2643.75,1544
2025-01-07 14:45:00+00:00,2643.74,2644.02,2642.7,2643.78,986
2025-01-07 15:00:00+00:00,2643.81,2646.89,2643.75,2644.79,1446
2025-01-07 15:15:00+00:00,2644.78,2645.46,2641.94,2645.46,1374
2025-01-07 15:30:00+00:00,2645.44,2646.66,2644.55,2646.56,1193
2025-01-07 15:45:00+00:00,2646.74,2648.62,2646.34,2648.37,1373
2025-01-07 16:00:00+00:00,2648.36,2651.27,2647.45,2648.24,1892
2025-01-07 16:15:00+00:00,2648.2,2649.17,2647.34,2648.09,1241
2025-01-07 16:30:00+00:00,2648.11,2651.69,2647.61,2649.65,1295
2025-01-07 16:45:00+00:00,2649.63,2652.63,2648.99,2651.65,1524
2025-01-07 17:00:00+00:00,2651.61,2654.95,2649.9,2654.86,2622
2025-01-07 17:15:00+00:00,2654.87,2660.95,2654.21,2660.41,2690
2025-01-07 17:30:00+00:00,2660.34,2661.97,2657.13,2661.04,2498
2025-01-07 17:45:00+00:00,2661.06,2664.2,2659.82,2662.34,2619
2025-01-07 18:00:00+00:00,2662.54,2662.78,2658.49,2658.51,2348
2025-01-07 18:15:00+00:00,2658.44,2660.65,2655.69,2660.29,2403
2025-01-07 18:30:00+00:00,2660.33,2662.92,2660.09,2661.42,2550
2025-01-07 18:45:00+00:00,2661.44,2661.66,2657.41,2658.29,2365
2025-01-07 19:00:00+00:00,2657.03,2657.03,2642.06,2648.45,3277
2025-01-07 19:15:00+00:00,2648.15,2653.57,2647.8,2651.25,3008
2025-01-07 19:30:00+00:00,2651.29,2651.98,2644.75,2647.39,3016
2025-01-07 19:45:00+00:00,2647.36,2650.97,2645.92,2647.73,2735
2025-01-07 20:00:00+00:00,2647.63,2649.98,2646.33,2648.34,2392
2025-01-07 20:15:00+00:00,2648.36,2653.65,2648.13,2650.56,2441
2025-01-07 20:30:00+00:00,2650.55,2654.73,2648.78,2654.28,2447
2025-01-07 20:45:00+00:00,2654.22,2655.56,2651.17,2651.77,2314
2025-01-07 21:00:00+00:00,2651.79,2653.83,2651.76,2652.73,2069
2025-01-07 21:15:00+00:00,2652.72,2655.44,2651.71,2654.73,2046
2025-01-07 21:30:00+00:00,2654.83,2655.92,2650.91,2651.31,1824
