time,open,high,low,close,volume
2025-04-13 22:00:00,3229.79,3229.79,3227.92,3228.02,6
2025-04-13 22:01:00,3219.83,3222.21,3209.76,3209.77,188
2025-04-13 22:02:00,3209.82,3220.81,3209.82,3217.07,238
2025-04-13 22:03:00,3217.06,3223.42,3216.3,3221.53,219
2025-04-13 22:04:00,3221.66,3223.76,3219.1,3222.26,203
2025-04-13 22:05:00,3222.18,3222.18,3217.22,3217.73,239
2025-04-13 22:06:00,3217.74,3217.82,3215.43,3215.53,136
2025-04-13 22:07:00,3215.57,3219.28,3215.41,3216.98,176
2025-04-13 22:08:00,3217.0,3220.58,3216.86,3220.58,136
2025-04-13 22:09:00,3220.67,3222.99,3220.25,3220.94,125
2025-04-13 22:10:00,3220.92,3222.81,3220.36,3221.61,120
2025-04-13 22:11:00,3221.62,3224.07,3221.51,3221.8,97
2025-04-13 22:12:00,3221.82,3223.59,3221.82,3223.12,68
2025-04-13 22:13:00,3222.75,3224.54,3222.46,3224.51,89
2025-04-13 22:14:00,3224.48,3224.52,3220.19,3220.19,95
2025-04-13 22:15:00,3220.34,3220.96,3216.54,3217.94,149
2025-04-13 22:16:00,3217.99,3218.45,3216.33,3217.53,131
2025-04-13 22:17:00,3217.49,3217.89,3213.45,3216.75,118
2025-04-13 22:18:00,3216.74,3218.84,3215.41,3217.93,116
2025-04-13 22:19:00,3217.9,3221.83,3217.69,3221.54,158
2025-04-13 22:20:00,3221.61,3222.52,3221.21,3222.21,108
2025-04-13 22:21:00,3222.01,3222.87,3220.65,3222.72,132
2025-04-13 22:22:00,3222.75,3223.19,3219.99,3220.48,183
2025-04-13 22:23:00,3220.47,3222.59,3219.9,3221.72,148
2025-04-13 22:24:00,3221.71,3221.71,3218.72,3218.98,157
2025-04-13 22:25:00,3218.93,3219.31,3217.79,3219.18,131
2025-04-13 22:26:00,3219.12,3219.59,3217.42,3217.63,146
2025-04-13 22:27:00,3217.64,3219.52,3217.57,3219.48,143
2025-04-13 22:28:00,3219.49,3220.11,3218.81,3220.01,131
2025-04-13 22:29:00,3220.0,3220.01,3218.56,3219.03,110
2025-04-13 22:30:00,3219.0,3221.7,3218.97,3221.06,161
2025-04-13 22:31:00,3221.08,3222.94,3220.76,3222.9,188
2025-04-13 22:32:00,3222.91,3223.46,3221.61,3221.61,186
2025-04-13 22:33:00,3221.62,3221.62,3219.12,3220.34,176
2025-04-13 22:34:00,3220.43,3222.14,3220.02,3220.43,152
2025-04-13 22:35:00,3220.36,3221.18,3217.32,3218.33,190
2025-04-13 22:36:00,3218.31,3220.72,3218.27,3220.7,113
2025-04-13 22:37:00,3220.72,3221.66,3218.57,3218.71,169
2025-04-13 22:38:00,3218.7,3220.53,3218.33,3219.52,148
2025-04-13 22:39:00,3219.53,3220.02,3218.71,3220.02,136
2025-04-13 22:40:00,3220.03,3221.0,3219.78,3220.63,123
2025-04-13 22:41:00,3220.68,3221.66,3220.68,3221.01,146
2025-04-13 22:42:00,3221.03,3221.4,3219.89,3220.2,119
2025-04-13 22:43:00,3220.17,3220.45,3219.96,3220.02,79
2025-04-13 22:44:00,3220.03,3220.68,3219.73,3220.51,111
2025-04-13 22:45:00,3220.5,3220.76,3220.29,3220.7,79
2025-04-13 22:46:00,3220.73,3222.22,3220.69,3221.91,89
2025-04-13 22:47:00,3221.82,3222.03,3221.15,3221.81,128
2025-04-13 22:48:00,3221.8,3222.34,3221.6,3222.27,115
2025-04-13 22:49:00,3222.28,3222.68,3222.03,3222.54,99
2025-04-13 22:50:00,3222.55,3222.94,3221.86,3222.85,116
2025-04-13 22:51:00,3222.86,3223.39,3222.35,3222.75,113
2025-04-13 22:52:00,3222.76,3222.78,3221.54,3221.71,96
2025-04-13 22:53:00,3221.72,3222.05,3221.55,3222.03,100
2025-04-13 22:54:00,3222.02,3222.94,3221.85,3222.32,98
2025-04-13 22:55:00,3222.31,3222.54,3221.93,3222.34,96
2025-04-13 22:56:00,3222.33,3223.86,3222.33,3222.91,143
2025-04-13 22:57:00,3222.89,3222.89,3221.24,3221.65,136
2025-04-13 22:58:00,3221.66,3221.68,3221.09,3221.09,101
2025-04-13 22:59:00,3221.13,3221.45,3220.57,3221.29,142
